,omid,openalex_id,type
16875,meta:br/06201639766,W4285377972 W4249516269,journal
14842,meta:br/0617046548,W4285416008 W4235742360,journal
576,meta:br/062102385654,W4285417434 W4240437648,journal
14322,meta:br/061701606878,W4285457413 W4237912630,journal
7197,meta:br/06601823101,W4285486167 W4231056415,journal article
4570,meta:br/06301782087,W4285486444 W4249690966,book
15778,meta:br/06102371850,W4285510346 W4210295867,book
8136,meta:br/06701711720,W4285577770 W4243433848,journal
17048,meta:br/06202179263,W4285579199 W4231169937,journal article
11290,meta:br/061301964456,W4285582473 W4250312315,book
14705,meta:br/0617045843,W4285582651 W2056180069 W4301860741,book
5158,meta:br/06303102528,W4285583004 W1570004455,book
2771,meta:br/0624050732,W4285583720 W4299870202,book
13047,meta:br/061501944149,W4285637898 W4206641745,book
6635,meta:br/06501869305,W4285663842 W1543376227,reference book
16612,meta:br/0619043846,W4285664062 W1530948892,book
5591,meta:br/061101990680,W4285665420 W3209445153 W4299527132,book
6702,meta:br/06502406581,W4285670237 W3023826119,book
13843,meta:br/061602142943,W4285671191 W4230146071,book
11113,meta:br/061301299278,W4285671426 W4206504035,book
16870,meta:br/06201600260,W4285673002 W4248527305,journal article
7410,meta:br/06602383743,W4285674936 W2982704151,book
11112,meta:br/061301299280,W4285687502 W4234991045,book
4938,meta:br/06302396222,W4285688663 W4255593735,book
1324,meta:br/0622043095,W4285698112 W3008113128,book
8081,meta:br/06701456519,W4285704793 W3196735722,book
5499,meta:br/061101901225,W4285713375 W3046824488,book chapter
7794,meta:br/06603442634,W4285715722 W4239230925,journal article
7795,meta:br/06603442619,W4285751857 W4253476996,journal article
7895,meta:br/0660628553,W4285764525 W4252578641,journal article
17110,meta:br/06202215085,W4285771034 W4285754049,book
11864,meta:br/061401333981,W4285776026 W4241498033,book
9728,meta:br/068045443,W4285777193 W3156031223 W4229876000,book
15484,meta:br/061801600064,W4285781435 W4240361431,book
1022,meta:br/062202062565,W4285781445 W4252963860,book
15489,meta:br/061801600062,W4285781454 W4256256995,book
15492,meta:br/061801600066,W4285781456 W2970985622,book
2496,meta:br/062402040147,W4285782438 W2479095035,book
9385,meta:br/06802376509,W4285783824 W2587095546,book
388,meta:br/062101860506,W4285785551 W2977034655,book
4535,meta:br/06301729133,W4285788493 W3015946948,book
8502,meta:br/067044346,W4285790053 W2982628989,book
9388,meta:br/06802376415,W4285790255 W2976245861,book
2425,meta:br/062401812950,W4285790569 W2149953340 W2968625618,book
9429,meta:br/06802433685,W4285826836 W4244001188,book
9750,meta:br/068049438,W4286446998 W4286799794,book
1327,meta:br/0622043110,W4286447302 W2955354147,book
1335,meta:br/0622043111,W4286482182 W2951475946,book
17674,meta:br/062044255,W4286663487 W1965011841,book
14668,meta:br/0617043539,W4286749431 W4286825050,book
6968,meta:br/065045172,W4286761261 W2026735643,book
1859,meta:br/062302116224,W4286796900 W4234588075,book
1358,meta:br/0622047297,W4286797487 W3185095010,journal
6406,meta:br/064047022,W4286799849 W2937826063,book
9020,meta:br/06801842043,W4286814989 W2920911132,book
843,meta:br/062201354824,W4286815448 W4288530575 W2949113472,book
1687,meta:br/062301362159,W4286815580 W4238881679 W4229527535,book
16122,meta:br/06102516831,W4286824883 W2891073976,book
6420,meta:br/0640569960,W4286891045 W3208993114,journal article
13326,meta:br/061503468511,W4286899656 W3206028764,journal article
10305,meta:br/06903475473,W4286979813 W4286979672,journal article
3542,meta:br/06250772213,W4288049714 W4221027425,journal article
2070,meta:br/062303300952,W4288058642 W4206941957,journal article
7902,meta:br/06110301778,W4288073356 W2997901030,journal article
17152,meta:br/06202308009,W4288079932 W4213306762,book
10181,meta:br/06902060070,W4288085992 W4233386295,book
11886,meta:br/061401491621,W4288087776 W4220820367,journal article
12831,meta:br/061501726548,W4288102916 W2975284900,journal article
4263,meta:br/06260927013,W4288109980 W2972419841,journal article
1888,meta:br/062302277165,W4288110919 W2973193146,proceedings article
10223,meta:br/06902313609,W4288267073 W3104089758,proceedings article
4227,meta:br/06260625620,W4288268307 W3008282729,journal article
16431,meta:br/061902084571,W4288276773 W2966545263,book chapter
13593,meta:br/061601730634,W4288277432 W2962934670,journal article
9609,meta:br/06802861600,W4288282541 W2984420752,journal article
10224,meta:br/06902314923,W4288282912 W2935964149,proceedings article
13585,meta:br/061601730599,W4288289871 W2955040115,journal article
13586,meta:br/061601730656,W4288289959 W2952322376,journal article
16481,meta:br/06102687798,W4288335558 W3148738244,proceedings article
13597,meta:br/061601731089,W4288377245 W2951911780,journal article
6977,meta:br/065045536,W4288419596 W2733789520,book
17705,meta:br/062049817,W4288480995 W2989734756,book
13601,meta:br/061601731259,W4288485442 W2920003897,journal article
3442,meta:br/062503014473,W4288487491 W2921690329,journal article
14332,meta:br/061701729997,W4288526872 W3101157320,journal article
17050,meta:br/06202179262,W4288556377 W4256129169,journal article
17049,meta:br/06202179261,W4288557889 W4256110606,journal article
6371,meta:br/064047267,W4288569956 W2741608415,journal
15609,meta:br/061801887565,W4288581319 W4288581226,book
14333,meta:br/061701729881,W4288611202 W2801759400,journal article
6352,meta:br/064046804,W4288617684 W2026836935,book
3972,meta:br/062602313496,W4288621246 W2947227384,proceedings article
11855,meta:br/061401201313,W4288633645 W4253517431,journal article
6005,meta:br/06402677084,W4288665936 W3121356124,proceedings article
15483,meta:br/061801600058,W4288796352 W3120575685,book
6006,meta:br/06402682885,W4288799870 W3106486502,proceedings article
8186,meta:br/06702104580,W4288853058 W2955806347,journal article
16441,meta:br/061902129959,W4288859400 W4255498188,book
8185,meta:br/06702104578,W4288862382 W2959319438,journal article
10427,meta:br/069055711,W4288870534 W4233721587,book
3505,meta:br/0625045924,W4288896144 W3099239153,book
11881,meta:br/061401475761,W4288920400 W3032797407,book
5100,meta:br/06302666171,W4288938952 W3098478784,proceedings article
7555,meta:br/06602669854,W4288953919 W3122479087,proceedings article
17530,meta:br/06203867903,W4288982518 W2981467566,journal article
7411,meta:br/06602383843,W4289063591 W2799010351,book
12726,meta:br/061501011716,W4289076055 W3099362367,journal article
11820,meta:br/061401061894,W4289097667 W2943604671,journal article
2418,meta:br/062401812947,W4289098915 W4299946112 W3209338434,book
8456,meta:br/067043714,W4289128432 W3153489235 W4213312391,book
16547,meta:br/0619043872,W4289146455 W3035255373,book
14342,meta:br/061701730068,W4289197373 W3102059554,journal article
13676,meta:br/061601840410,W4289198315 W4232081273,journal article
599,meta:br/062102627313,W4289253963 W3098522935,journal article
1210,meta:br/062202631946,W4289255698 W2130985300,journal article
353,meta:br/062101717993,W4289255704 W3121665776,journal article
8144,meta:br/06701722163,W4289256587 W3104251382,journal article
13917,meta:br/06101745982,W4289256801 W3098423317,journal article
12643,meta:br/06140474679,W4289256867 W1555076018,journal article
15579,meta:br/061801722913,W4289257342 W2798908258,journal article
10813,meta:br/061202339248,W4289257875 W2788893025,proceedings article
8917,meta:br/06801728437,W4289258888 W3103053329,journal article
11582,meta:br/061302499734,W4289259101 W3106360414,proceedings article
4554,meta:br/06301732368,W4289259121 W2952780648,journal article
3607,meta:br/062601213632,W4289259126 W2058312201,journal article
4544,meta:br/06301732188,W4289259638 W3103004147,journal article
13368,meta:br/0615047109,W4289287400 W2901946866,book
13290,meta:br/061502817691,W4289294483 W3098788834,journal article
16127,meta:br/06102516844,W4289299654 W3199193969,book
8799,meta:br/06801610189,W4289361801 W4206726790,book
844,meta:br/062201354825,W4289365757 W4239631087,book
5442,meta:br/063046833,W4289375080 W2902066297,book
9444,meta:br/06802559302,W4289388013 W4255420622,book
15578,meta:br/061801722685,W4289442298 W2884449414,journal article
8104,meta:br/06701583370,W4289443131 W3004578669,journal article
10797,meta:br/061202163667,W4289490246 W4250048457,book
14314,meta:br/061701447506,W4289542648 W2954596453,journal article
6391,meta:br/064047023,W4289547984 W3209657195,book
12075,meta:br/061402166713,W4289670975 W4240083271,book
5994,meta:br/061102155994,W4289682948 W4300634750,book
8261,meta:br/06702364430,W4289683461 W4301103709 W3201443886,book
3929,meta:br/062602171781,W4289684801 W4230174895,book
12071,meta:br/061402134164,W4289744563 W2740439637,journal
17297,meta:br/06202716797,W4289751797 W2809112621,proceedings article
13371,meta:br/0615047114,W4289764242 W3183841106,book
15581,meta:br/061801723457,W4289783128 W3101421894,journal article
907,meta:br/062201716208,W4289783154 W3125492447,journal article
13417,meta:br/0615088190,W4289784520 W1967470619,journal article
12599,meta:br/061403318190,W4289815981 W2400802781,journal article
15814,meta:br/061802932124,W4289877050 W2465579685,book chapter
11673,meta:br/06130346010,W4289889158 W2010394222,journal article
9658,meta:br/06803473682,W4289912859 W2289551208,journal article
7268,meta:br/06602190843,W4290669447 W2998946816,journal article
6998,meta:br/0650635932,W4290763259 W1977818166,journal article
11144,meta:br/061301521936,W4291237095 W2067931814,journal article
8089,meta:br/06701519219,W4291238380 W2013671349,journal article
17286,meta:br/06202630125,W4291470665 W4301040180,book
2956,meta:br/062501218033,W4291756080 W129863322,journal article
12783,meta:br/061501318199,W4292078707 W1991459909,journal article
4758,meta:br/06302172550,W4292154918 W2401054324,journal article
2297,meta:br/062401104363,W4292172722 W1970516435,journal article
8361,meta:br/06703177141,W4292230598 W4297883493,book
4103,meta:br/062602927451,W4292337452 W1532689189,book chapter
4935,meta:br/06302364370,W4292393491 W4237283156,book
2861,meta:br/062501120061,W4292400027 W2163388642,journal article
17525,meta:br/06203867837,W4292429085 W2217530205,journal article
5803,meta:br/06401854191,W4292443722 W3105285115,journal article
17515,meta:br/06203720909,W4292450781 W2126055555,journal article
1016,meta:br/062202022897,W4292487579 W4253439284,journal article
455,meta:br/062101954763,W4292510047 W2186903115,journal article
653,meta:br/062103282763,W4292540688 W69518039,journal article
12826,meta:br/06150165507,W4292550095 W2114635452,journal article
14274,meta:br/061701161819,W4292552620 W1997648369,journal article
7909,meta:br/0660827473,W4292690872 W2321297560,journal article
10086,meta:br/06901943280,W4292692638 W2322674564,journal article
11944,meta:br/061401814918,W4292888377 W1997709682,book
16640,meta:br/0619045805,W4292907746 W4298851621 W2293901324,book
8254,meta:br/06702364438,W4292909732 W2886631689,book
13778,meta:br/061602134585,W4292917480 W2006501394,book
10367,meta:br/069050118,W4292930832 W3018597406,book
14220,meta:br/06101888223,W4293014670 W34946024,book chapter
6709,meta:br/06502433722,W4293021109 W2091397664,journal article
12829,meta:br/061501726000,W4293024804 W3101233559,journal article
6775,meta:br/06502810889,W4293040979 W1931881775,journal article
778,meta:br/06210867554,W4293059837 W4221145909,journal article
267,meta:br/062101154526,W4293076930 W3195527128,journal article
16826,meta:br/06201022937,W4293081732 W2171687968,journal article
663,meta:br/062103282702,W4293145455 W2437147421,journal article
6778,meta:br/06502851116,W4293147001 W4241828995,book
13580,meta:br/061601668482,W4293197945 W3113241126,book chapter
14013,meta:br/061603472458,W4293212661 W4280646171,journal article
17102,meta:br/06202195027,W4293227523 W4210895920,book
17524,meta:br/06203867801,W4293375028 W2417717228,journal article
7928,meta:br/067095895,W4293508693 W1982692885,journal article
16807,meta:br/06190735505,W4293563853 W2047105046,journal article
5385,meta:br/06303880611,W4293568254 W4297170808,journal article
665,meta:br/062103282839,W4293570216 W2337571359,journal article
1812,meta:br/0610398497,W4293584463 W2969393632,journal article
17532,meta:br/06203875268,W4293679659 W4225543064,journal article
9783,meta:br/069095489,W4293713419 W2087314695,journal article
14292,meta:br/061701232840,W4293860904 W3135023763,journal article
2615,meta:br/06240259623,W4293872547 W2095056452,journal article
3297,meta:br/062502007527,W4293916755 W2116789221,journal article
10304,meta:br/06903459603,W4294057192 W4286905516,journal article
5384,meta:br/06303869031,W4294069764 W3199897803,journal article
4146,meta:br/06260568809,W4294139415 W2004447916,journal article
15729,meta:br/061802182651,W4294237239 W4232177965,book
12605,meta:br/061403448930,W4294284623 W4224330134,journal article
3556,meta:br/0625084027,W4294294076 W2063023454,journal article
13319,meta:br/061503341605,W4294306248 W100275148,journal article
14012,meta:br/061603472988,W4294344572 W4226330872,journal article
14010,meta:br/061603471966,W4294344695 W4280618653,journal article
10303,meta:br/06903459568,W4294365638 W4224442726,journal article
1805,meta:br/062301918106,W4294381506 W1987673194,journal article
4230,meta:br/06260633728,W4294402416 W4255025985,journal article
619,meta:br/06103373786,W4294412070 W110017144,book chapter
2823,meta:br/0624077307,W4294443150 W2170257106,journal article
7066,meta:br/061102724776,W4294446005 W1986251166,journal article
2354,meta:br/06240141217,W4294540886 W19843932,journal article
670,meta:br/062103282865,W4294541666 W157311022,journal article
5521,meta:br/0630932532,W4294553787 W2010862158,journal article
2250,meta:br/06230905135,W4294576631 W2525739395,journal article
12612,meta:br/0614035186,W4294576634 W4200407158,journal
17523,meta:br/06203867796,W4294766897 W2413367014,journal article
537,meta:br/062102171267,W4294836108 W2547386517,journal article
5772,meta:br/06401743576,W4294871418 W2115449016,journal article
3000,meta:br/0610969532,W4294949199 W1420904831,journal article
10878,meta:br/061203443887,W4294977193 W3204480747,journal article
7824,meta:br/06603848623,W4294978120 W4293141986,journal article
13097,meta:br/061502103515,W4295024758 W2588609216,journal article
10482,meta:br/061201285058,W4295131746 W3099576745,journal article
15647,meta:br/061801996475,W4295146827 W4302866272,book
14330,meta:br/061701729944,W4295188638 W2737077403,journal article
17533,meta:br/06203883639,W4295206675 W3199389227,journal article
2835,meta:br/06240957892,W4295536747 W4241618632,journal article
657,meta:br/062103282788,W4295784161 W2466972914,journal article
467,meta:br/062101954720,W4295815412 W2184071355,journal article
14014,meta:br/061603472321,W4295864483 W4281488612,journal article
14324,meta:br/061701624170,W4295953409 W2601876982,journal article
14016,meta:br/061603472540,W4295969131 W4226415814,journal article
10094,meta:br/06901952312,W4296001160 W4301901080,book
10931,meta:br/0612044864,W4296141731 W4231074854,journal
8897,meta:br/06801707328,W4296337115 W2071881857,journal article
12828,meta:br/06150166146,W4296424071 W2122743334,journal article
10512,meta:br/061201709187,W4296537530 W1596379065,book
14015,meta:br/061603472275,W4296554603 W4224988135,journal article
14494,meta:br/061702750563,W4296587586 W1891661735,journal article
13492,meta:br/061601472604,W4296942069 W2148043907,journal article
17527,meta:br/06203867784,W4296980930 W2992257463,journal article
12593,meta:br/061403318410,W4296981465 W171055576,journal article
5519,meta:br/063080531,W4296981683 W2087259247,journal article
10578,meta:br/061201865408,W42972246 W1987143670,journal article
1735,meta:br/06103882476,W4297447899 W4298037761,journal article
10812,meta:br/061202317845,W4297571728 W2891181148,proceedings article
9460,meta:br/06802627118,W4297579666 W4237284918,book
8072,meta:br/06701359828,W4297579764 W94096751 W4229880510 W4299477361,book
7073,meta:br/0650935203,W4297581900 W170712398,journal article
964,meta:br/062201935649,W4297631124 W4252456928,book
351,meta:br/062101717594,W4297631143 W3123535641,journal article
9461,meta:br/06802627119,W4297662347 W4243056216,book
